X1_demo2,X2_demo2,Y_demo2
4.999982,20000.0,0.2548405
5.732098000000001,20000.0,0.25478320000000004
6.191485,20000.0,0.2547574
6.686176,20000.0,0.25472399999999995
7.222977,20000.0,0.2546165
7.740958999999999,20000.0,0.2546343
8.199226,20000.0,0.2545235
8.707182000000001,20000.0,0.2543703
9.212866,20000.0,0.2544637
9.718243,20000.0,0.2543433
10.205689999999999,20000.0,0.25428320000000004
10.69473,20000.0,0.25423490000000004
11.18099,20000.0,0.2541915
11.69013,20000.0,0.2541367
12.17486,20000.0,0.2539973
12.714,20000.0,0.2539239
13.22289,20000.0,0.2538478
13.725,20000.0,0.2537949
14.22751,20000.0,0.25365770000000004
14.72971,20000.0,0.2536451
15.22088,20000.0,0.2535689
15.696779999999999,20000.0,0.2534554
16.22951,20000.0,0.25333320000000004
16.72917,20000.0,0.253261
17.22849,20000.0,0.25314949999999997
17.71363,20000.0,0.25307609999999997
18.224239999999998,20000.0,0.2529311
18.7201,20000.0,0.2528704
19.21986,20000.0,0.2527625
19.70571,20000.0,0.25266079999999996
20.213739999999998,20000.0,0.2525156
20.69182,20000.0,0.25245460000000003
21.183220000000002,20000.0,0.2524181
21.685779999999998,20000.0,0.2522416
22.21254,20000.0,0.2521329
22.69354,20000.0,0.2520493
23.19843,20000.0,0.2519424
23.70575,20000.0,0.25175820000000004
24.18003,20000.0,0.25167
24.664260000000002,20000.0,0.25153339999999996
25.19421,20000.0,0.2514127
25.83236,20000.0,0.2512739
26.190720000000002,20000.0,0.2511967
26.69349,20000.0,0.25105320000000003
27.23231,20000.0,0.2509292
27.71187,20000.0,0.2507937
28.202690000000004,20000.0,0.25064250000000005
28.693890000000003,20000.0,0.25054879999999996
29.182209999999998,20000.0,0.2503864
29.741220000000002,20000.0,0.2502902
30.1972,20000.0,0.25015529999999997
30.68185,20000.0,0.24996820000000003
31.213659999999997,20000.0,0.2498868
31.6858,20000.0,0.24973270000000003
32.22186,20000.0,0.2500733
32.75652,20000.0,0.24942440000000002
33.207240000000006,20000.0,0.2493034
33.70148,20000.0,0.24917870000000003
34.226009999999995,20000.0,0.24897800000000003
34.7456,20000.0,0.24887129999999996
35.24263,20000.0,0.24866010000000002
35.74873,20000.0,0.2485238
36.18915,20000.0,0.24838379999999996
36.68629,20000.0,0.2482239
37.22652,20000.0,0.248126
37.73447,20000.0,0.247908
38.207159999999995,20000.0,0.2478188
38.69072,20000.0,0.2476438
39.267559999999996,20000.0,0.2474808
39.72234,20000.0,0.24734899999999999
40.21745,20000.0,0.24701689999999998
40.72606,20000.0,0.2470433
41.18513,20000.0,0.2468853
41.66232,20000.0,0.24673939999999997
42.200540000000004,20000.0,0.24656309999999998
42.7691,20000.0,0.2464436
43.16175,20000.0,0.24623379999999997
43.7138,20000.0,0.2459982
44.19883,20000.0,0.245892
44.70628,20000.0,0.2456655
45.169259999999994,20000.0,0.2455331
45.83627,20000.0,0.2453191
46.247240000000005,20000.0,0.24516559999999998
46.71577,20000.0,0.2450978
47.19324,20000.0,0.24482240000000002
47.69117,20000.0,0.24467689999999997
48.2169,20000.0,0.24448330000000001
48.70427,20000.0,0.24434360000000002
49.21748,20000.0,0.244177
49.71135,20000.0,0.24395529999999999
50.21744,20000.0,0.24378699999999998
50.69826,20000.0,0.2435603
51.1964,20000.0,0.2433481
51.70363,20000.0,0.24316759999999998
52.1951,20000.0,0.242993
52.71835,20000.0,0.24278690000000003
53.15626999999999,20000.0,0.2427195
53.70625,20000.0,0.24247939999999998
54.200219999999995,20000.0,0.2423309
54.75448000000001,20000.0,0.24209239999999999
55.269259999999996,20000.0,0.24192750000000002
55.70097,20000.0,0.24171900000000002
56.14665,20000.0,0.2415328
56.67341999999999,20000.0,0.24133800000000002
57.250719999999994,20000.0,0.2411387
57.72929,20000.0,0.2409334
58.246809999999996,20000.0,0.24077329999999997
58.654109999999996,20000.0,0.2406167
59.18824,20000.0,0.24032129999999996
59.7087,20000.0,0.24021889999999999
60.227230000000006,20000.0,0.239992
60.78841,20000.0,0.23980660000000004
61.1656,20000.0,0.2396411
61.68976,20000.0,0.2393629
62.263009999999994,20000.0,0.23926309999999998
62.72655,20000.0,0.23902039999999997
63.22175,20000.0,0.2388158
63.752680000000005,20000.0,0.2386402
64.21453000000001,20000.0,0.2384322
64.71034,20000.0,0.23810789999999998
65.24004000000001,20000.0,0.2379845
65.72023,20000.0,0.2378259
66.22742,20000.0,0.2376401
66.71282,20000.0,0.2374047
67.22108,20000.0,0.23719310000000002
67.75562,20000.0,0.23701109999999997
68.20621,20000.0,0.2367813
68.71214,20000.0,0.23663330000000002
69.2623,20000.0,0.2365448
69.72194,20000.0,0.23622240000000003
70.1842,20000.0,0.23601950000000002
70.70181,20000.0,0.2358221
71.27516999999999,20000.0,0.2356131
71.77335,20000.0,0.2353663
72.27332,20000.0,0.23516350000000003
72.61285,20000.0,0.235012
73.21287,20000.0,0.2347743
73.74842,20000.0,0.23463270000000003
74.20232,20000.0,0.23433520000000002
74.68735,20000.0,0.2341868
75.25811,20000.0,0.23396639999999996
75.7455,20000.0,0.23375279999999998
76.24883,20000.0,0.23357529999999996
76.73338000000001,20000.0,0.23333220000000002
77.16675,20000.0,0.23307529999999996
77.73507,20000.0,0.23292220000000002
78.18326,20000.0,0.2326752
78.73885,20000.0,0.2324084
79.21098,20000.0,0.2322908
79.68583000000001,20000.0,0.2320953
80.25491,20000.0,0.2319058
80.73006,20000.0,0.2316616
81.20599,20000.0,0.23143490000000003
81.71002,20000.0,0.2311817
82.259,20000.0,0.23101220000000003
82.6974,20000.0,0.23078539999999997
83.21524000000001,20000.0,0.23061929999999997
83.72102,20000.0,0.2303917
84.19566,20000.0,0.2302118
84.76398,20000.0,0.22989339999999997
85.29522,20000.0,0.22973649999999998
85.89777,20000.0,0.22947060000000002
86.26657,20000.0,0.2292196
86.70715,20000.0,0.2290948
87.16815,20000.0,0.228856
87.81299,20000.0,0.2286429
88.20366999999999,20000.0,0.22840300000000002
88.70583,20000.0,0.2282708
89.20087,20000.0,0.22801300000000002
89.71829,20000.0,0.22777750000000002
90.24069,20000.0,0.22758089999999997
90.66346999999999,20000.0,0.2273712
91.21171,20000.0,0.2270598
91.78116999999999,20000.0,0.2269107
92.34438,20000.0,0.2266833
92.6025,20000.0,0.2264795
93.2066,20000.0,0.22627919999999999
93.85323000000001,20000.0,0.22602729999999996
94.185,20000.0,0.22580709999999998
94.69355999999999,20000.0,0.225622
95.22929,20000.0,0.2253534
95.68623000000001,20000.0,0.22524139999999998
96.25983000000001,20000.0,0.22492150000000002
96.72791,20000.0,0.22443539999999998
97.17838,20000.0,0.22451970000000002
97.70436,20000.0,0.2241514
98.21318000000001,20000.0,0.22401880000000002
98.77884,20000.0,0.2238446
99.32066,20000.0,0.2235132
99.75113,20000.0,0.2233647
100.1897,20000.0,0.2231683
100.7556,20000.0,0.2228935
101.2146,20000.0,0.22268070000000004
101.7981,20000.0,0.2224756
102.2065,20000.0,0.22225949999999997
102.8744,20000.0,0.221979
103.2142,20000.0,0.22178720000000002
103.7235,20000.0,0.22156149999999997
104.234,20000.0,0.2213739
104.6962,20000.0,0.2211692
105.1867,20000.0,0.22090970000000001
105.6525,20000.0,0.22071790000000002
106.1629,20000.0,0.2204486
106.7323,20000.0,0.22025370000000002
107.3847,20000.0,0.21999380000000002
107.6903,20000.0,0.21977199999999997
108.1916,20000.0,0.21955970000000002
108.9062,20000.0,0.2193
109.2509,20000.0,0.2190942
109.8318,20000.0,0.21886979999999998
110.2169,20000.0,0.2186623
110.5255,20000.0,0.21861060000000002
111.2189,20000.0,0.2182149
111.65299999999999,20000.0,0.21794960000000002
112.2393,20000.0,0.21779139999999997
112.7515,20000.0,0.21748779999999998
